Attrition,age,BusinessTravel,Department,gender,JobSatisfaction,monthlyincome,overtime,Age_Band
No,49,Travel_Rarely,Research & Development,Female,1,4789,No,Experienced(30-50)
No,29,Travel_Frequently,Research & Development,Female,2,3180,No,Rookie(below 30)
No,28,Travel_Rarely,Research & Development,Male,2,6549,No,Rookie(below 30)
No,33,Travel_Rarely,Research & Development,Male,3,6388,Yes,Experienced(30-50)
No,32,Travel_Rarely,Research & Development,Male,4,11244,No,Experienced(30-50)
No,54,Travel_Frequently,Research & Development,Female,4,16032,No,Senior(50-60)
Yes,29,Travel_Rarely,Research & Development,Male,1,2362,No,Rookie(below 30)
No,44,Travel_Rarely,Research & Development,Male,1,16328,No,Experienced(30-50)
No,39,Travel_Rarely,Research & Development,Female,2,8376,No,Experienced(30-50)
No,46,Travel_Rarely,Sales,Female,2,16606,No,Experienced(30-50)
No,35,Travel_Rarely,Research & Development,Female,2,8606,No,Experienced(30-50)
No,23,Travel_Rarely,Research & Development,Male,3,2272,No,Rookie(below 30)
Yes,40,Travel_Rarely,Research & Development,Male,1,2018,No,Experienced(30-50)
No,34,Travel_Rarely,Sales,Male,3,7083,Yes,Experienced(30-50)
Yes,31,Travel_Frequently,Research & Development,Female,3,4084,No,Experienced(30-50)
No,50,Travel_Frequently,Research & Development,Male,4,14411,Yes,Experienced(30-50)
No,34,Travel_Rarely,Sales,Male,3,2308,Yes,Experienced(30-50)
No,42,Travel_Rarely,Research & Development,Male,2,4841,No,Experienced(30-50)
No,37,Travel_Rarely,Research & Development,Male,4,4285,No,Experienced(30-50)
No,29,Travel_Rarely,Research & Development,Female,1,9715,No,Rookie(below 30)
No,33,Travel_Rarely,Research & Development,Male,2,4320,No,Experienced(30-50)
No,45,Travel_Rarely,Research & Development,Male,4,2132,No,Experienced(30-50)
No,42,Travel_Frequently,Research & Development,Male,4,10124,Yes,Experienced(30-50)
No,40,Travel_Rarely,Sales,Male,1,5473,No,Experienced(30-50)
No,33,Travel_Rarely,Research & Development,Male,3,5207,Yes,Experienced(30-50)
No,40,Travel_Rarely,Human Resources,Male,4,16437,Yes,Experienced(30-50)
No,24,Travel_Rarely,Research & Development,Male,1,2296,No,Rookie(below 30)
No,40,Non-Travel,Research & Development,Male,4,4069,Yes,Experienced(30-50)
No,45,Travel_Rarely,Research & Development,Male,2,7441,No,Experienced(30-50)
No,35,Travel_Rarely,Sales,Female,3,2430,No,Experienced(30-50)
No,32,Travel_Rarely,Research & Development,Female,2,5878,No,Experienced(30-50)
No,36,Travel_Rarely,Sales,Male,4,2644,Yes,Experienced(30-50)
No,48,Travel_Rarely,Sales,Female,3,6439,No,Experienced(30-50)
No,29,Travel_Rarely,Research & Development,Male,3,2451,No,Rookie(below 30)
No,33,Travel_Rarely,Sales,Male,1,6392,No,Experienced(30-50)
Yes,30,Travel_Rarely,Sales,Male,1,9714,No,Rookie(below 30)
No,38,Travel_Frequently,Human Resources,Male,3,6077,No,Experienced(30-50)
No,35,Travel_Rarely,Research & Development,Male,1,2450,No,Experienced(30-50)
No,30,Travel_Rarely,Sales,Male,2,9250,No,Rookie(below 30)
Yes,35,Travel_Rarely,Research & Development,Female,1,2074,Yes,Experienced(30-50)
Yes,53,Travel_Rarely,Research & Development,Female,4,10169,No,Senior(50-60)
Yes,38,Travel_Rarely,Research & Development,Male,2,4855,No,Experienced(30-50)
No,32,Non-Travel,Research & Development,Male,1,4087,No,Experienced(30-50)
No,48,Travel_Rarely,Research & Development,Female,1,2367,No,Experienced(30-50)
No,34,Travel_Rarely,Research & Development,Male,4,2972,No,Experienced(30-50)
No,55,Travel_Rarely,Sales,Male,4,19586,No,Senior(50-60)
No,34,Travel_Rarely,Research & Development,Male,4,5484,No,Experienced(30-50)
No,26,Travel_Rarely,Research & Development,Female,4,2061,No,Rookie(below 30)
No,38,Travel_Rarely,Sales,Male,2,9924,No,Experienced(30-50)
No,38,Travel_Rarely,Sales,Female,2,4198,No,Experienced(30-50)
No,36,Travel_Rarely,Sales,Female,3,6815,No,Experienced(30-50)
No,29,Travel_Rarely,Research & Development,Male,1,4723,Yes,Rookie(below 30)
No,35,Travel_Rarely,Research & Development,Female,3,6142,Yes,Experienced(30-50)
No,39,Travel_Rarely,Sales,Male,3,8237,No,Experienced(30-50)
No,29,Travel_Frequently,Research & Development,Male,4,8853,No,Rookie(below 30)
No,50,Travel_Rarely,Sales,Male,3,19331,Yes,Experienced(30-50)
No,23,Travel_Rarely,Research & Development,Male,3,2073,No,Rookie(below 30)
No,36,Travel_Frequently,Research & Development,Male,1,5562,Yes,Experienced(30-50)
No,42,Travel_Rarely,Research & Development,Male,4,19613,No,Experienced(30-50)
No,35,Travel_Rarely,Research & Development,Male,3,3407,No,Experienced(30-50)
No,34,Travel_Frequently,Research & Development,Male,3,5063,No,Experienced(30-50)
No,40,Travel_Rarely,Sales,Female,1,4639,No,Experienced(30-50)
No,43,Travel_Rarely,Research & Development,Male,2,4876,No,Experienced(30-50)
No,35,Travel_Rarely,Research & Development,Male,4,2690,No,Experienced(30-50)
No,46,Travel_Rarely,Sales,Male,1,17567,No,Experienced(30-50)
Yes,28,Travel_Rarely,Research & Development,Male,2,2408,Yes,Rookie(below 30)
No,22,Non-Travel,Research & Development,Female,3,2814,Yes,Rookie(below 30)
No,50,Travel_Frequently,Research & Development,Male,3,11245,Yes,Experienced(30-50)
No,32,Travel_Rarely,Research & Development,Female,4,3312,No,Experienced(30-50)
No,44,Travel_Rarely,Research & Development,Female,4,19049,Yes,Experienced(30-50)
No,30,Travel_Rarely,Research & Development,Male,2,2141,No,Rookie(below 30)
No,45,Travel_Rarely,Research & Development,Female,1,5769,Yes,Experienced(30-50)
No,45,Non-Travel,Sales,Male,1,4385,No,Experienced(30-50)
No,31,Travel_Frequently,Sales,Male,1,5332,No,Experienced(30-50)
No,36,Travel_Rarely,Research & Development,Female,3,4663,Yes,Experienced(30-50)
No,34,Travel_Frequently,Research & Development,Male,4,4724,No,Experienced(30-50)
No,49,Travel_Rarely,Research & Development,Female,1,3211,No,Experienced(30-50)
No,39,Travel_Rarely,Research & Development,Male,1,5377,No,Experienced(30-50)
No,27,Travel_Rarely,Research & Development,Male,1,4066,No,Rookie(below 30)
No,35,Travel_Rarely,Research & Development,Male,1,5208,No,Experienced(30-50)
No,28,Travel_Rarely,Research & Development,Female,1,4877,No,Rookie(below 30)
No,21,Travel_Rarely,Research & Development,Male,4,3117,No,Rookie(below 30)
Yes,18,Travel_Frequently,Sales,Female,4,1569,Yes,Rookie(below 30)
No,47,Travel_Rarely,Human Resources,Female,3,19658,No,Experienced(30-50)
No,39,Travel_Rarely,Research & Development,Male,3,3069,No,Experienced(30-50)
No,40,Travel_Rarely,Research & Development,Female,3,10435,No,Experienced(30-50)
No,35,Non-Travel,Research & Development,Female,3,4148,No,Experienced(30-50)
No,37,Travel_Rarely,Research & Development,Male,3,5768,No,Experienced(30-50)
No,39,Travel_Frequently,Research & Development,Female,3,5042,No,Experienced(30-50)
No,45,Travel_Rarely,Research & Development,Female,4,5770,No,Experienced(30-50)
No,38,Travel_Rarely,Research & Development,Female,3,7756,Yes,Experienced(30-50)
Yes,35,Travel_Rarely,Sales,Male,1,10306,No,Experienced(30-50)
No,37,Travel_Rarely,Research & Development,Female,2,3936,No,Experienced(30-50)
No,40,Travel_Rarely,Research & Development,Female,4,7945,Yes,Experienced(30-50)
No,44,Travel_Frequently,Human Resources,Male,4,5743,Yes,Experienced(30-50)
No,48,Travel_Frequently,Research & Development,Male,4,15202,No,Experienced(30-50)
Yes,35,Travel_Rarely,Sales,Male,4,5440,Yes,Experienced(30-50)
No,24,Travel_Frequently,Research & Development,Female,4,3760,Yes,Rookie(below 30)
No,27,Travel_Rarely,Research & Development,Female,3,3517,No,Rookie(below 30)
No,27,Travel_Frequently,Research & Development,Male,4,2580,No,Rookie(below 30)
Yes,40,Travel_Rarely,Research & Development,Male,1,2166,Yes,Experienced(30-50)
No,29,Travel_Rarely,Sales,Male,3,5869,No,Rookie(below 30)
No,36,Travel_Rarely,Research & Development,Female,1,8008,No,Experienced(30-50)
No,25,Travel_Frequently,Research & Development,Male,3,5206,No,Rookie(below 30)
No,39,Travel_Rarely,Research & Development,Male,2,5295,No,Experienced(30-50)
No,49,Travel_Rarely,Research & Development,Female,2,16413,No,Experienced(30-50)
No,50,Travel_Rarely,Research & Development,Female,1,13269,No,Experienced(30-50)
No,20,Travel_Rarely,Sales,Female,3,2783,No,Rookie(below 30)
No,34,Travel_Rarely,Research & Development,Female,2,5433,No,Experienced(30-50)
No,36,Travel_Rarely,Research & Development,Male,2,2013,No,Experienced(30-50)
No,49,Travel_Rarely,Research & Development,Female,3,13966,Yes,Experienced(30-50)
No,36,Non-Travel,Research & Development,Female,3,4374,No,Experienced(30-50)
No,36,Travel_Rarely,Research & Development,Male,1,6842,No,Experienced(30-50)
No,54,Travel_Rarely,Research & Development,Female,3,17426,No,Senior(50-60)
No,43,Travel_Rarely,Research & Development,Male,3,17603,No,Experienced(30-50)
Yes,35,Travel_Frequently,Sales,Male,4,4581,Yes,Experienced(30-50)
No,38,Travel_Frequently,Research & Development,Male,4,4735,No,Experienced(30-50)
No,29,Travel_Rarely,Sales,Male,2,4187,Yes,Rookie(below 30)
No,33,Travel_Rarely,Sales,Male,4,5505,No,Experienced(30-50)
No,32,Travel_Rarely,Research & Development,Male,2,5470,No,Experienced(30-50)
No,31,Travel_Rarely,Sales,Female,4,5476,No,Experienced(30-50)
No,49,Travel_Rarely,Research & Development,Female,1,2587,Yes,Experienced(30-50)
No,38,Travel_Frequently,Research & Development,Female,2,2440,No,Experienced(30-50)
No,47,Travel_Rarely,Sales,Female,2,15972,No,Experienced(30-50)
No,49,Travel_Rarely,Research & Development,Male,3,15379,No,Experienced(30-50)
No,41,Travel_Rarely,Sales,Male,3,7082,Yes,Experienced(30-50)
No,20,Travel_Rarely,Sales,Male,1,2728,No,Rookie(below 30)
No,33,Non-Travel,Sales,Female,4,5368,Yes,Experienced(30-50)
No,36,Travel_Rarely,Research & Development,Male,3,5347,No,Experienced(30-50)
No,44,Travel_Rarely,Human Resources,Female,4,3195,Yes,Experienced(30-50)
Yes,23,Travel_Rarely,Research & Development,Male,3,3989,Yes,Rookie(below 30)
No,38,Travel_Rarely,Research & Development,Female,3,3306,No,Experienced(30-50)
No,53,Travel_Rarely,Research & Development,Male,4,7005,No,Senior(50-60)
Yes,48,Travel_Frequently,Sales,Female,3,2655,Yes,Experienced(30-50)
Yes,32,Travel_Rarely,Research & Development,Male,2,1393,No,Experienced(30-50)
No,26,Non-Travel,Research & Development,Male,4,2570,No,Rookie(below 30)
No,55,Travel_Rarely,Research & Development,Male,2,3537,No,Senior(50-60)
No,34,Travel_Rarely,Research & Development,Male,4,3986,No,Experienced(30-50)
No,60,Travel_Rarely,Research & Development,Male,4,10883,No,Senior(50-60)
No,33,Travel_Rarely,Research & Development,Male,2,2028,No,Experienced(30-50)
No,37,Travel_Frequently,Sales,Male,4,9525,No,Experienced(30-50)
No,34,Travel_Rarely,Research & Development,Female,4,2929,No,Experienced(30-50)
Yes,23,Travel_Rarely,Sales,Male,4,2275,Yes,Rookie(below 30)
No,44,Travel_Rarely,Research & Development,Female,4,7879,Yes,Experienced(30-50)
No,35,Travel_Frequently,Research & Development,Male,4,4930,Yes,Experienced(30-50)
No,43,Travel_Rarely,Sales,Male,4,7847,Yes,Experienced(30-50)
No,24,Travel_Rarely,Research & Development,Male,3,4401,No,Rookie(below 30)
No,41,Travel_Rarely,Sales,Male,3,9241,No,Experienced(30-50)
No,29,Travel_Rarely,Research & Development,Female,3,2974,No,Rookie(below 30)
No,36,Travel_Rarely,Sales,Female,4,4502,No,Experienced(30-50)
No,45,Non-Travel,Research & Development,Male,3,10748,No,Experienced(30-50)
Yes,24,Travel_Rarely,Human Resources,Male,3,1555,No,Rookie(below 30)
Yes,47,Travel_Frequently,Sales,Male,3,12936,No,Experienced(30-50)
No,26,Travel_Rarely,Research & Development,Male,3,2305,No,Rookie(below 30)
No,45,Travel_Rarely,Research & Development,Female,2,16704,No,Experienced(30-50)
No,32,Travel_Frequently,Research & Development,Male,3,3433,No,Experienced(30-50)
No,31,Travel_Rarely,Research & Development,Male,3,3477,No,Experienced(30-50)
No,41,Non-Travel,Human Resources,Male,2,6430,No,Experienced(30-50)
No,40,Travel_Rarely,Research & Development,Female,1,6516,Yes,Experienced(30-50)
No,24,Travel_Rarely,Research & Development,Male,1,3907,No,Rookie(below 30)
No,46,Travel_Rarely,Research & Development,Male,2,5562,No,Experienced(30-50)
No,35,Travel_Rarely,Research & Development,Male,3,6883,No,Experienced(30-50)
No,30,Travel_Rarely,Research & Development,Male,4,2862,No,Rookie(below 30)
No,47,Non-Travel,Sales,Male,2,4978,No,Experienced(30-50)
No,46,Travel_Rarely,Sales,Male,4,10368,Yes,Experienced(30-50)
Yes,36,Travel_Rarely,Sales,Male,1,6134,Yes,Experienced(30-50)
Yes,32,Travel_Rarely,Sales,Male,2,6735,No,Experienced(30-50)
No,23,Travel_Rarely,Research & Development,Female,2,3295,No,Rookie(below 30)
No,31,Travel_Frequently,Research & Development,Female,4,5238,No,Experienced(30-50)
No,39,Non-Travel,Research & Development,Male,4,6472,Yes,Experienced(30-50)
No,32,Travel_Rarely,Sales,Male,3,9610,No,Experienced(30-50)
No,40,Travel_Rarely,Sales,Male,2,19833,No,Experienced(30-50)
No,45,Travel_Rarely,Human Resources,Female,3,9756,No,Experienced(30-50)
No,30,Travel_Frequently,Research & Development,Female,1,4968,No,Rookie(below 30)
No,24,Travel_Frequently,Human Resources,Male,4,2145,No,Rookie(below 30)
Yes,30,Travel_Frequently,Human Resources,Female,4,2180,No,Rookie(below 30)
No,31,Travel_Rarely,Sales,Male,3,8346,No,Experienced(30-50)
No,27,Travel_Rarely,Research & Development,Female,4,3445,No,Rookie(below 30)
Yes,29,Travel_Rarely,Sales,Female,2,2760,No,Rookie(below 30)
No,29,Travel_Frequently,Research & Development,Male,3,6294,Yes,Rookie(below 30)
No,30,Travel_Rarely,Sales,Male,1,7140,No,Rookie(below 30)
No,34,Travel_Rarely,Research & Development,Male,4,2932,Yes,Experienced(30-50)
No,33,Non-Travel,Sales,Female,2,5147,No,Experienced(30-50)
No,49,Travel_Rarely,Sales,Female,4,4507,No,Experienced(30-50)
Yes,33,Travel_Rarely,Sales,Female,1,8564,Yes,Experienced(30-50)
No,38,Travel_Frequently,Research & Development,Female,2,2468,No,Experienced(30-50)
Yes,31,Travel_Rarely,Sales,Male,3,8161,No,Experienced(30-50)
No,29,Travel_Rarely,Research & Development,Female,1,2109,No,Rookie(below 30)
No,30,Travel_Rarely,Research & Development,Male,3,5294,No,Rookie(below 30)
No,32,Non-Travel,Research & Development,Male,2,2718,No,Experienced(30-50)
No,38,Travel_Rarely,Research & Development,Male,4,5811,Yes,Experienced(30-50)
Yes,43,Travel_Frequently,Research & Development,Male,3,2437,Yes,Experienced(30-50)
No,42,Travel_Rarely,Research & Development,Male,2,2766,No,Experienced(30-50)
No,55,Travel_Rarely,Research & Development,Male,1,19038,No,Senior(50-60)
No,33,Non-Travel,Research & Development,Male,2,3055,No,Experienced(30-50)
No,41,Travel_Rarely,Research & Development,Male,1,2289,No,Experienced(30-50)
No,34,Non-Travel,Sales,Male,3,4001,Yes,Experienced(30-50)
No,53,Non-Travel,Research & Development,Female,3,12965,Yes,Senior(50-60)
No,43,Travel_Rarely,Human Resources,Male,4,3539,No,Experienced(30-50)
No,34,Travel_Rarely,Sales,Female,4,6029,No,Experienced(30-50)
Yes,21,Travel_Rarely,Sales,Male,2,2679,No,Rookie(below 30)
No,38,Travel_Rarely,Research & Development,Female,3,3702,No,Experienced(30-50)
Yes,22,Travel_Rarely,Research & Development,Female,1,2398,Yes,Rookie(below 30)
No,31,Travel_Rarely,Sales,Female,4,5468,No,Experienced(30-50)
No,51,Travel_Rarely,Research & Development,Female,3,13116,No,Senior(50-60)
No,37,Travel_Rarely,Sales,Male,2,4189,No,Experienced(30-50)
No,46,Travel_Rarely,Research & Development,Male,4,19328,Yes,Experienced(30-50)
No,36,Travel_Rarely,Research & Development,Male,1,8321,Yes,Experienced(30-50)
Yes,44,Travel_Frequently,Research & Development,Male,2,2342,Yes,Experienced(30-50)
No,37,Travel_Rarely,Human Resources,Male,2,4071,No,Experienced(30-50)
Yes,35,Travel_Rarely,Sales,Male,4,5813,Yes,Experienced(30-50)
No,33,Travel_Rarely,Research & Development,Male,1,3143,No,Experienced(30-50)
No,28,Travel_Rarely,Research & Development,Male,4,2044,No,Rookie(below 30)
No,39,Travel_Rarely,Research & Development,Male,3,13464,No,Experienced(30-50)
No,46,Non-Travel,Sales,Male,2,7991,No,Experienced(30-50)
No,40,Travel_Rarely,Research & Development,Female,1,3377,No,Experienced(30-50)
No,42,Travel_Rarely,Research & Development,Male,1,5538,No,Experienced(30-50)
No,35,Non-Travel,Research & Development,Male,4,5762,No,Experienced(30-50)
No,38,Non-Travel,Human Resources,Male,2,2592,No,Experienced(30-50)
Yes,34,Travel_Frequently,Research & Development,Male,1,5346,No,Experienced(30-50)
Yes,37,Travel_Rarely,Research & Development,Male,1,4213,No,Experienced(30-50)
No,39,Travel_Frequently,Sales,Male,4,4127,No,Experienced(30-50)
No,43,Non-Travel,Research & Development,Male,3,2438,No,Experienced(30-50)
No,41,Travel_Rarely,Research & Development,Male,2,6870,No,Experienced(30-50)
No,41,Travel_Rarely,Sales,Female,3,10447,Yes,Experienced(30-50)
No,30,Travel_Rarely,Research & Development,Female,3,9667,No,Rookie(below 30)
Yes,26,Travel_Rarely,Human Resources,Female,2,2148,Yes,Rookie(below 30)
Yes,46,Travel_Rarely,Research & Development,Female,2,8926,No,Experienced(30-50)
No,40,Travel_Rarely,Research & Development,Female,4,6513,No,Experienced(30-50)
No,34,Travel_Rarely,Sales,Male,3,6799,No,Experienced(30-50)
No,58,Non-Travel,Sales,Male,2,16291,No,Senior(50-60)
No,35,Travel_Rarely,Research & Development,Male,3,2705,No,Experienced(30-50)
No,47,Travel_Rarely,Research & Development,Female,2,10333,Yes,Experienced(30-50)
No,40,Travel_Rarely,Research & Development,Female,1,4448,No,Experienced(30-50)
No,54,Travel_Rarely,Research & Development,Female,4,6854,No,Senior(50-60)
No,31,Travel_Frequently,Sales,Female,1,9637,No,Experienced(30-50)
No,28,Travel_Rarely,Research & Development,Female,1,3591,No,Rookie(below 30)
No,38,Travel_Rarely,Sales,Female,4,5405,Yes,Experienced(30-50)
No,26,Travel_Rarely,Sales,Male,4,4684,No,Rookie(below 30)
No,58,Travel_Frequently,Research & Development,Male,3,15787,Yes,Senior(50-60)
No,18,Non-Travel,Research & Development,Female,3,1514,No,Rookie(below 30)
Yes,31,Travel_Rarely,Human Resources,Male,1,2956,No,Experienced(30-50)
Yes,29,Travel_Rarely,Human Resources,Male,1,2335,Yes,Rookie(below 30)
No,45,Non-Travel,Sales,Female,3,5154,No,Experienced(30-50)
No,36,Travel_Rarely,Research & Development,Female,2,6962,Yes,Experienced(30-50)
No,43,Travel_Frequently,Sales,Male,4,5675,No,Experienced(30-50)
No,27,Travel_Frequently,Research & Development,Female,4,2379,Yes,Rookie(below 30)
No,29,Travel_Frequently,Research & Development,Male,4,3812,No,Rookie(below 30)
No,32,Travel_Frequently,Sales,Male,4,4648,No,Experienced(30-50)
No,42,Non-Travel,Research & Development,Male,3,2936,No,Experienced(30-50)
No,47,Travel_Rarely,Research & Development,Female,3,2105,No,Experienced(30-50)
No,46,Travel_Rarely,Research & Development,Male,4,8578,No,Experienced(30-50)
No,28,Non-Travel,Human Resources,Male,4,2706,No,Rookie(below 30)
No,29,Travel_Rarely,Research & Development,Male,3,6384,No,Rookie(below 30)
No,42,Travel_Rarely,Research & Development,Male,3,3968,No,Experienced(30-50)
Yes,32,Travel_Rarely,Sales,Male,2,9907,Yes,Experienced(30-50)
No,46,Travel_Rarely,Sales,Female,1,13225,No,Experienced(30-50)
No,27,Travel_Rarely,Sales,Female,3,3540,No,Rookie(below 30)
No,29,Travel_Rarely,Human Resources,Male,2,2804,No,Rookie(below 30)
No,43,Travel_Rarely,Research & Development,Female,3,19392,No,Experienced(30-50)
No,48,Travel_Rarely,Research & Development,Male,2,19665,No,Experienced(30-50)
Yes,29,Travel_Frequently,Research & Development,Male,4,2439,Yes,Rookie(below 30)
Yes,46,Travel_Rarely,Sales,Female,2,7314,No,Experienced(30-50)
No,27,Travel_Frequently,Research & Development,Female,1,4774,No,Rookie(below 30)
No,39,Travel_Rarely,Research & Development,Male,4,3902,No,Experienced(30-50)
No,55,Travel_Rarely,Research & Development,Male,4,2662,No,Senior(50-60)
No,28,Travel_Rarely,Sales,Female,2,2856,No,Rookie(below 30)
Yes,30,Travel_Rarely,Sales,Male,4,1081,No,Rookie(below 30)
Yes,22,Travel_Rarely,Research & Development,Male,2,2472,Yes,Rookie(below 30)
No,36,Travel_Rarely,Sales,Female,3,5673,Yes,Experienced(30-50)
No,31,Travel_Rarely,Research & Development,Male,3,4197,No,Experienced(30-50)
No,34,Travel_Rarely,Sales,Male,4,9713,Yes,Experienced(30-50)
No,29,Travel_Rarely,Research & Development,Male,1,2062,No,Rookie(below 30)
No,37,Travel_Rarely,Research & Development,Male,1,4284,Yes,Experienced(30-50)
No,35,Travel_Rarely,Research & Development,Female,2,4788,Yes,Experienced(30-50)
No,45,Travel_Rarely,Research & Development,Female,4,5906,No,Experienced(30-50)
No,36,Travel_Frequently,Human Resources,Male,4,3886,No,Experienced(30-50)
No,40,Travel_Rarely,Research & Development,Male,1,16823,No,Experienced(30-50)
No,26,Travel_Rarely,Research & Development,Female,3,2933,Yes,Rookie(below 30)
No,27,Travel_Rarely,Sales,Female,3,6500,No,Rookie(below 30)
No,48,Travel_Frequently,Research & Development,Female,4,17174,No,Experienced(30-50)
No,44,Travel_Rarely,Research & Development,Male,1,5033,No,Experienced(30-50)
Yes,34,Non-Travel,Research & Development,Male,1,2307,Yes,Experienced(30-50)
Yes,56,Travel_Rarely,Research & Development,Male,4,2587,No,Senior(50-60)
No,36,Travel_Rarely,Sales,Male,2,5507,No,Experienced(30-50)
No,41,Travel_Rarely,Sales,Female,2,4393,No,Experienced(30-50)
No,42,Travel_Rarely,Research & Development,Male,1,13348,No,Experienced(30-50)
No,31,Travel_Rarely,Sales,Female,4,6583,Yes,Experienced(30-50)
No,34,Travel_Rarely,Sales,Female,4,8103,Yes,Experienced(30-50)
No,31,Travel_Rarely,Research & Development,Female,3,3978,No,Experienced(30-50)
No,26,Travel_Frequently,Research & Development,Male,4,2544,No,Rookie(below 30)
No,45,Travel_Frequently,Research & Development,Male,3,5399,No,Experienced(30-50)
No,33,Travel_Rarely,Sales,Male,3,5487,No,Experienced(30-50)
No,28,Travel_Frequently,Sales,Male,4,6834,Yes,Rookie(below 30)
Yes,29,Travel_Frequently,Sales,Male,1,1091,No,Rookie(below 30)
No,39,Non-Travel,Sales,Female,3,5736,No,Experienced(30-50)
No,27,Travel_Rarely,Research & Development,Male,2,2226,No,Rookie(below 30)
No,34,Travel_Frequently,Research & Development,Male,4,5747,Yes,Experienced(30-50)
Yes,28,Travel_Rarely,Sales,Female,3,9854,Yes,Rookie(below 30)
No,47,Non-Travel,Research & Development,Male,2,5467,No,Experienced(30-50)
No,56,Travel_Rarely,Sales,Female,1,5380,No,Senior(50-60)
No,39,Travel_Rarely,Research & Development,Male,1,5151,No,Experienced(30-50)
No,38,Travel_Frequently,Research & Development,Female,2,2133,Yes,Experienced(30-50)
No,58,Travel_Rarely,Sales,Female,4,17875,Yes,Senior(50-60)
Yes,32,Travel_Frequently,Research & Development,Female,3,2432,Yes,Experienced(30-50)
No,38,Travel_Rarely,Research & Development,Male,4,4771,No,Experienced(30-50)
No,49,Travel_Frequently,Research & Development,Male,4,19161,No,Experienced(30-50)
No,42,Travel_Rarely,Sales,Male,4,5087,Yes,Experienced(30-50)
Yes,27,Travel_Frequently,Human Resources,Female,2,2863,No,Rookie(below 30)
No,35,Travel_Rarely,Sales,Male,1,5561,No,Experienced(30-50)
No,28,Non-Travel,Research & Development,Male,3,2144,No,Rookie(below 30)
No,31,Non-Travel,Research & Development,Male,1,3065,Yes,Experienced(30-50)
No,36,Non-Travel,Research & Development,Male,2,2810,No,Experienced(30-50)
No,34,Travel_Rarely,Sales,Male,4,9888,No,Experienced(30-50)
No,34,Travel_Rarely,Sales,Male,3,8628,No,Experienced(30-50)
No,26,Travel_Rarely,Research & Development,Male,1,2867,No,Rookie(below 30)
No,29,Travel_Rarely,Research & Development,Male,1,5373,No,Rookie(below 30)
No,32,Non-Travel,Research & Development,Female,4,6667,No,Experienced(30-50)
No,31,Travel_Frequently,Research & Development,Male,1,5003,No,Experienced(30-50)
Yes,28,Travel_Rarely,Research & Development,Male,4,2367,No,Rookie(below 30)
No,38,Travel_Rarely,Sales,Male,1,2858,No,Experienced(30-50)
No,35,Travel_Rarely,Sales,Female,4,5204,Yes,Experienced(30-50)
No,27,Travel_Rarely,Sales,Male,4,4105,No,Rookie(below 30)
No,32,Travel_Rarely,Research & Development,Male,4,9679,No,Experienced(30-50)
Yes,31,Travel_Frequently,Sales,Male,4,5617,Yes,Experienced(30-50)
Yes,53,Travel_Rarely,Sales,Male,1,10448,Yes,Senior(50-60)
No,54,Travel_Rarely,Research & Development,Female,3,2897,No,Senior(50-60)
No,33,Travel_Frequently,Research & Development,Male,3,5968,No,Experienced(30-50)
No,43,Travel_Rarely,Research & Development,Male,3,7510,No,Experienced(30-50)
No,38,Travel_Frequently,Human Resources,Male,2,2991,Yes,Experienced(30-50)
No,55,Travel_Rarely,Human Resources,Male,2,19636,Yes,Senior(50-60)
No,31,Travel_Rarely,Research & Development,Female,4,1129,Yes,Experienced(30-50)
No,39,Travel_Rarely,Sales,Male,1,13341,No,Experienced(30-50)
No,42,Non-Travel,Research & Development,Male,3,4332,No,Experienced(30-50)
No,31,Non-Travel,Research & Development,Female,3,11031,No,Experienced(30-50)
No,54,Travel_Rarely,Research & Development,Female,1,4440,Yes,Senior(50-60)
No,24,Travel_Rarely,Research & Development,Male,3,4617,No,Rookie(below 30)
No,23,Travel_Rarely,Research & Development,Male,4,2647,No,Rookie(below 30)
No,40,Travel_Frequently,Research & Development,Female,3,6323,No,Experienced(30-50)
No,40,Travel_Rarely,Sales,Female,2,5677,No,Experienced(30-50)
No,25,Travel_Rarely,Human Resources,Female,2,2187,No,Rookie(below 30)
No,30,Travel_Rarely,Research & Development,Male,2,3748,No,Rookie(below 30)
No,25,Travel_Rarely,Research & Development,Male,3,3977,Yes,Rookie(below 30)
No,47,Travel_Rarely,Research & Development,Male,3,8633,No,Experienced(30-50)
No,33,Non-Travel,Research & Development,Male,3,2008,No,Experienced(30-50)
No,38,Travel_Rarely,Sales,Male,2,4440,No,Experienced(30-50)
No,31,Travel_Rarely,Sales,Male,3,3067,No,Experienced(30-50)
No,38,Travel_Frequently,Research & Development,Male,3,5321,No,Experienced(30-50)
No,42,Travel_Rarely,Research & Development,Male,1,5410,Yes,Experienced(30-50)
No,41,Travel_Rarely,Research & Development,Male,4,2782,No,Experienced(30-50)
No,47,Non-Travel,Research & Development,Female,2,11957,No,Experienced(30-50)
No,35,Travel_Rarely,Research & Development,Male,3,2660,Yes,Experienced(30-50)
No,22,Travel_Rarely,Research & Development,Male,3,3375,No,Rookie(below 30)
No,35,Travel_Rarely,Research & Development,Male,3,5098,No,Experienced(30-50)
No,33,Travel_Rarely,Research & Development,Female,4,4878,Yes,Experienced(30-50)
No,32,Travel_Rarely,Research & Development,Female,2,2837,No,Experienced(30-50)
No,40,Travel_Rarely,Research & Development,Male,4,2406,No,Experienced(30-50)
No,32,Travel_Rarely,Sales,Male,2,2269,No,Experienced(30-50)
